marca,modelo,tipo,motor,descricao,preco,quilometragem,cambio,ano,portas,combustivel,troca,cor,vendido,data
Chevrolet,Cruze Sedan,Sedan Médio,CRUZE,CRUZE LT 1.8 16V FlexPower 4p Aut. ,51900.0,136000,Automático,2011,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jeep,Compass,SUV,2.0,2.0 Longitude 2.0 Flex Automático ,105900.0,62800,Automático,2019,4,Bi-Combustível,Não Aceita Troca,Cinza,Sim,04/05/2023
Hyundai,Creta,SUV,1.0,1.0 8v limited 1.0 turbo ,123000.0,9000,Automático,2021,4,Gasolina,Aceito Troca,Prata,Sim,04/05/2023
Hyundai,HB20,Hatch Compacto,1.0M,1.0M UNIQUE ,57990.0,36250,Manual,2019,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Mitsubishi,Pajero Sport,SUV,3.0,3.0 24v SE ,31900.0,184000,Automático,2002,5,Gasolina,Não Aceita Troca,Prata,Não,04/05/2023
Ford,KA Sedan,Sedan Compacto,1.5,1.5 1.5 SE (FLEX) ,51900.0,115082,Automatizado,2018,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Ford,EcoSport,CrossOver,SE,SE AT 1.6B ,65990.0,54000,Manual,2016,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Toyota,Yaris Sedan,Sedan Médio,1.5,1.5 XL 1.5 MULTI-DRIVE (FLEX) ,78900.0,87700,Automático,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Corsa Hatch,Hatch Compacto,1.4,1.4 8v MAXX ,31900.0,124129,Manual,2011,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Renault,Duster,SUV,2.0,2.0 16v Dynamique ,42000.0,152000,Automático,2012,4,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Ford,EcoSport,CrossOver,FSL,FSL AT1.6B ,63900.0,74534,Automático,2016,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 12v 1.0 SE ,40500.0,144000,Manual,2017,4,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 12v UNIQUE MANUAL ,53900.0,69427,Manual,2018,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Argo,Hatch Médio,1.3,1.3 1.3 Trekking (Flex) ,69900.0,58647,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Toyota,Etios Sedan,Sedan Compacto,1.5,1.5 16v SD EX ,35900.0,185000,Manual,2013,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,04/05/2023
Peugeot,208,Hatch Médio,1.6,1.6 Allure 1.6 (Flex) (Aut) ,84900.0,8200,Automático,2022,4,Bi-Combustível,Aceito Troca,Azul,Não,04/05/2023
Chevrolet,Onix Hatch,Hatch Médio,10MT,10MT JOY ,49900.0,87678,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Classic,Sedan Compacto,1.0,1.0 8v ,21500.0,93000,Manual,2010,4,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
Volkswagen,Nivus,SUV,1.0,1.0 12v Highline ,128900.0,14000,Automático,2022,4,Bi-Combustível,Não Aceita Troca,Branco,Sim,04/05/2023
Toyota,Hilux CD,Pick-up Grande,2.7,2.7 16v 2.7 SRV 4X4 CD 16V FLEX 4P AUTOMÁTICO ,121900.0,100000,Automático,2014,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Toyota,Corolla,Sedan Médio,XEi,XEi 2.0 Flex 16V Aut. ,103900.0,114000,Automático,2018,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Hyundai,Atos Prime,Hatch Compacto,1.0,1.0 12v GLS ,23000.0,120000,Automático,2003,4,Gasolina,Não Aceita Troca,Preto,Não,04/05/2023
Renault,Logan,Sedan Compacto,EXP,EXP 16 SCE ,48000.0,300,Manual,2018,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jeep,Renegade,Jipe,1.8,1.8 8v LONGITUDE ,94190.0,56900,Automático,2020,4,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
Ford,Fiesta Hatch,Hatch Compacto,1.6,1.6 16v ,42900.0,53900,Automatizado,2013,5,Bi-Combustível,Não Aceita Troca,Vermelho,Não,04/05/2023
Toyota,Hilux SW4,SUV,SWSRXA4FD,SWSRXA4FD ,272900.0,300,Automático,2018,4,Diesel,Aceito Troca,Cinza,Não,04/05/2023
Hyundai,Creta,SUV,1.6,1.6 6v Action ,95500.0,37000,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Toyota,Etios Sedan,Sedan Compacto,1.5,1.5 SD PLATINUM ,47000.0,155000,Manual,2016,5,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 Ranch ,152000.0,70000,Automático,2020,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Chevrolet,S 10 Cab. Dupla,Pick-up Grande,-,- LTZ 2.4 FLEXPOWER 4X2 CD ,92900.0,111000,Manual,2013,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 Novo 1.6 (Flex) ,38900.0,19883,Manual,2012,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Ford,EcoSport,CrossOver,2.0,2.0 16v 2.0 FREESTYLE 4WD 16V FLEX 4P MANUAL ,63900.0,90000,Manual,2017,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Kia,Cerato,Sedan Médio,2.0,2.0 16v KOUP 2.0 16V AUT. ,68900.0,77700,Automático,2011,4,Gasolina,Aceito Troca,Prata,Não,04/05/2023
Volkswagen,Voyage,Sedan Compacto,1.6,1.6 8v 1.6 MSI TOTALFLEX 4P MANUAL ,58900.0,58000,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Toyota,Corolla,Sedan Médio,ALTISFLEX,ALTISFLEX ,92900.0,89000,Automático,2015,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Renault,Sandero,Hatch Compacto,1.0,1.0 16v Expression 1.0 16V (flex) ,25900.0,159,Manual,2011,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Renault,Kangoo,Furgão Compacto,1.6,1.6 16v 1.6 16V (Flex) ,34900.0,999999,Manual,2012,3,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Punto,Hatch Compacto,1.6,1.6 16v 1.6 ESSENCE 16V FLEX 4P MANUAL ,47900.0,100124,Manual,2016,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Toyota,Hilux SW4,SUV,3.0,3.0 3.0 16v 3.0 SRV 4X4 16V TURBO INT ,105000.0,281000,Automático,2007,4,Diesel,Não Aceita Troca,Prata,Não,04/05/2023
Toyota,Corolla,Sedan Médio,2.0,2.0 8v 2.0 VVT-IE FLEX XEI DIRECT SHIFT ,129900.0,29444,Automático,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Fiorino Furgão,Furgão Compacto,1.4,1.4 8v 1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL ,71900.0,116582,Manual,2018,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Citroen,C3,Hatch Compacto,1.6,1.6 16v Exclusive 1.6 16V (flex) ,27900.0,107000,Manual,2008,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 Track ,45000.0,47000,Manual,2016,5,Bi-Combustível,Não Aceita Troca,Branco,Sim,04/05/2023
Honda,Fit,Hatch Médio,EXL,EXL 1.5 Flex/Flexone 16V 5p Aut ,69900.0,79000,Automático,2016,5,Bi-Combustível,Aceito Troca,Azul,Não,04/05/2023
Ford,EcoSport,CrossOver,1.6,1.6 8v 1.6 FREESTYLE 8V FLEX 4P MANUAL ,43900.0,90000,Manual,2012,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.4,1.4 8v Fire Flex ,29900.0,128000,Manual,2006,2,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Chevrolet,Equinox,SUV,2.0,2.0 Premier 2.0 AWD (Aut) ,129900.0,85303,Automático,2018,4,Gasolina,Aceito Troca,Cinza,Não,04/05/2023
BMW,320i,Sedan Superior,A,A Modern/Sport TB 2.0/A.Flex 16V 4p ,134000.0,44700,Automático,2017,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Astra Wagon,Perua Compacta,SEDAN,SEDAN ADVANTAGE ,27900.0,157689,Manual,2009,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 8v Troper ,41500.0,136000,Manual,2011,2,Bi-Combustível,Aceito Troca,Preto,Sim,04/05/2023
Mercedes,Benz ML 320,SUV,3.0,3.0 24v 3.0 4X4 CDI V6 24V DIESEL 4P AUTOMÁTICO ,89900.0,170000,Automático,2008,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Ford,Mustang,Esportivo|Cabrio,5.0,5.0 8v 5.0 V8 TI-VCT GASOLINA MACH 1 SELECTSHIFT ,559000.0,0,Automático,2022,4,Gasolina,Aceito Troca,Azul,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,City,City (Trend)/Titan 1.0 T. Flex 8V 4p ,28900.0,98200,Manual,2012,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Toyota,Etios Hatch,Hatch Compacto,1.5,1.5 XS ,51890.0,113000,Manual,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 ATRACTIVE ,49900.0,30185,Manual,2021,4,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Volkswagen,CrossFox,CrossOver,1.6,1.6 8v 1.6 MI 8V FLEX 4P MANUAL ,43900.0,139496,Manual,2011,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.0,1.0 8v 1.0 200 TSI COMFORTLINE AUTOMÁTICO ,75990.0,51653,Automático,2019,4,Bi-Combustível,Aceito Troca,Azul,Não,04/05/2023
Chevrolet,Onix Sedan,Sedan Compacto,1.4,1.4 1.4 Activ SPE/4 (Aut) ,65900.0,71000,Automático,2016,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 8v 1.4 MPFI LTZ 8V FLEX 4P AUTOMÁTICO ,59900.0,83000,Automático,2016,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 ,38500.0,122000,Manual,2013,2,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 8v Vivace 1.0 8V (Flex) 4p ,31900.0,142000,Manual,2012,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Renault,Sandero,Hatch Compacto,GT,GT line Hi-Flex 1.6 8V 5p ,35900.0,113267,Automático,2012,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 LT ,82990.0,19800,Manual,2022,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 Rock In Rio ,46900.0,53100,Manual,2013,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Audi,A3 Sedan,Sedan Superior,1.4,1.4 ATTRACTION ,75990.0,118000,Automático,2014,4,Gasolina,Aceito Troca,Branco,Não,04/05/2023
Mitsubishi,L200,Pick-up Grande,2.4,2.4 TRITON SPORT HPE ,272990.0,3800,Automático,2022,4,Diesel,Aceito Troca,Cinza,Não,04/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v Robust ,62900.0,86900,Manual,2019,2,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 8v 1.0 MI 8V FLEX 4P MANUAL G.VI ,31900.0,165961,Manual,2012,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Mercedes,Benz Sprinter 415,Minivan Grande,2.2,2.2 16v LUXO TB ,150000.0,105000,Manual,2013,5,Diesel,Não Aceita Troca,Prata,Não,04/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 12v Ford Ka 1.0 SE/SE Plus ,51900.0,11,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,04/05/2023
Ford,Fiesta Sedan,Sedan Compacto,1.6FLEX,1.6FLEX ,27900.0,156561,Manual,2009,5,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Nivus,SUV,Highline,Highline 1.0 200 TSI Flex Aut. ,123900.0,26100,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Strada Cab. Est.,Pick-up Compacta,1.8,1.8 16v ADVENTURE ,44900.0,104300,Manual,2012,2,Bi-Combustível,Não Aceita Troca,Preto,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,1.3,1.3 16v Freedom T270 ,139000.0,17000,Automático,2021,5,Bi-Combustível,Não Aceita Troca,Cinza,Não,04/05/2023
Honda,CR-V,CrossOver,LX,LX 2.0 16V 2WD/2.0 Flexone Aut. ,71000.0,148000,Automático,2012,4,Gasolina,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.0,1.0 1.0 MCA (FLEX) ,63900.0,52483,Manual,2019,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Chevrolet,Corsa Hatch,Hatch Compacto,MAXX,MAXX ,28900.0,175154,Manual,2010,5,Bi-Combustível,Aceito Troca,Bege,Não,04/05/2023
Peugeot,208,Hatch Médio,1.6,1.6 16v Griffe 1.6 Flex 16v 5p Aut ,69900.0,20000,Automático,2018,5,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
Fiat,Strada Cab Dupla,Pick-up Compacta,1.4,1.4 8v 1.4 MPI WORKING CD 8V FLEX 2P MANUAL ,40900.0,1000,Manual,2010,2,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Renault,Sandero,Hatch Compacto,Dynamique,Dynamique Hi-Power 1.6 8V 5p ,38900.0,107000,Manual,2014,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Honda,Fit,Hatch Médio,1.5,1.5 16v EX automático ,42900.0,109000,Automático,2009,4,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,Unique,Unique 1.0 Flex 12V Mec. ,54900.0,86418,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 8v Lt ,38900.0,143000,Manual,2013,4,Bi-Combustível,Não Aceita Troca,Preto,Não,04/05/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 8v Plus 1.6 8V (Flex) ,25900.0,999999,Manual,2005,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Jeep,Renegade,Jipe,2.0,2.0 Longitude 2.0 TDI 4x4 (Aut) ,101000.0,63271,Automático,2016,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Fiat,Idea,Minivan Média,ESSENCE,ESSENCE SUBLIME Dual.1.6 Flex16V 5p ,38900.0,92000,Automático,2013,5,Bi-Combustível,Aceito Troca,Bronze,Não,04/05/2023
Chevrolet,Vectra Hatch,Hatch Médio,Vectra,Vectra GT 2.0 MPFI 8V FlexPower Mec. ,30900.0,164000,Manual,2009,4,Álcool,Aceito Troca,Preto,Não,05/05/2023
Chevrolet,Spin,SUV,1.8,1.8 8v LT 1.8l automática ,40000.0,166000,Automatizado,2013,5,Bi-Combustível,Não Aceita Troca,Cinza,Não,05/05/2023
Fiat,Doblo,Minivan Média,1.4,1.4 DOBLO CARGO ,49500.0,110261,Manual,2016,3,Bi-Combustível,Não Aceita Troca,Branco,Não,05/05/2023
Fiat,Uno,Hatch Compacto,1.4,1.4 8v Sporting 1.4 8V (Flex) 4p ,45900.0,109000,Manual,2014,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/05/2023
Jeep,Renegade,Jipe,1.8,1.8 16v 1.8 16V FLEX SPORT 4P AUTOMÁTICO ,77900.0,66235,Automático,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,05/05/2023
Peugeot,208,Hatch Médio,Active,Active 1.6 (Flex) (Aut) ,81700.0,41779,Automático,2020,4,Bi-Combustível,Aceito Troca,Preto,Não,05/05/2023
Ford,Fusion,Sedan Luxo,2.3,2.3 Versão SEL ,34900.0,105000,Automático,2008,4,Gasolina,Não Aceita Troca,Preto,Não,05/05/2023
Chevrolet,S 10 Cab. Dupla,Pick-up Grande,2.8,2.8 16v LS 2.8 TDi 4X4 CD DIESEL MEC ,136900.0,78900,Manual,2017,4,Diesel,Aceito Troca,Branco,Não,05/05/2023
Fiat,Siena Grand,Sedan Compacto,1.0,1.0 8v EVO 1.0 8V ,54900.0,79080,Manual,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,05/05/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 Comfort plus ,65480.0,18400,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,05/05/2023
Hyundai,HB20,Hatch Compacto,Comf./C.Plus/C.Style,Comf./C.Plus/C.Style 1.0 Flex 12V ,52900.0,104000,Manual,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,05/05/2023
Chevrolet,Meriva,Minivan Grande,1.8,1.8 8v premium ,25900.0,100000,Automático,2008,4,Gasolina,Não Aceita Troca,Preto,Não,05/05/2023
Toyota,Corolla,Sedan Médio,2.0,2.0 XEI ,127900.0,25000,Automático,2020,4,Bi-Combustível,Não Aceita Troca,Prata,Não,05/05/2023
Renault,Captur,SUV,2.0,2.0 Intense 20A ,77500.0,41400,Automático,2017,4,Bi-Combustível,Não Aceita Troca,Prata,Não,05/05/2023
Kia,Soul,Minivan Média,1.6,1.6 EX 1.6 (Flex) (Aut) U259 ,77900.0,81715,Automático,2015,4,Bi-Combustível,Aceito Troca,Vermelho,Não,05/05/2023
Fiat,Mobi,Hatch Compacto,LIKE,LIKE 1.0 Fire Flex 5p. ,51990.0,36062,Manual,2021,5,Bi-Combustível,Aceito Troca,Prata,Não,05/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 GIV ,21900.0,147229,Manual,2010,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Volkswagen,Virtus,Sedan Compacto,1.0,1.0 TSi ,110900.0,0,Automático,2023,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Fiorino Furgão,Furgão Compacto,1.3,1.3 8v 1.3 MPI FURGÃO 8V FLEX 2P MANUAL ,34900.0,224000,Manual,2012,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Honda,Fit,Hatch Médio,1.5,1.5 16v Twist ,10000.0,95000,Manual,2014,4,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
Ford,KA Hatch,Hatch Compacto,SE,SE 1.0 HA ,40900.0,91463,Manual,2015,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Fiorino Furgão,Furgão Compacto,EVO,EVO 1.4 Flex 8V 2p ,84900.0,27200,Manual,2021,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Ford,KA Sedan,Sedan Compacto,1.0,1.0 8v Sed ,53000.0,48000,Manual,2020,4,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v ROBUST 1.6 -8V FLEX CABINE SIMPLES COMPLETA ,67900.0,30200,Manual,2020,2,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Fiat,500,Hatch Compacto,1.4,1.4 8v 1.4 CULT 8V FLEX 2P MANUAL ,49800.0,83000,Manual,2012,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Nissan,Versa,Sedan Compacto,16SV,16SV CVT ,57890.0,55000,Automático,2017,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,1.8,1.8 Endurance ,110000.0,25000,Automático,2018,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 8v 1.0 EVO WAY 8V FLEX 4P MANUAL ,35900.0,131640,Manual,2011,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Fiat,Uno,Hatch Compacto,WAY,WAY Celeb. 1.0 EVO Fire Flex 8V 5p ,32900.0,154000,Manual,2013,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jac,J3,Hatch Compacto,1.4,1.4 16v ,24900.0,117000,Manual,2013,4,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.4,1.4 MPI WORKING CS 8V FLEX 2P MANUAL ,59900.0,61021,Manual,2019,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Mercedes,Benz A 250,Hatch Superior,2.0,2.0 CGI GASOLINA SPORT 7G-DCT ,224990.0,37615,Automatizado,2019,4,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.0,1.0 1.0 200 TSI COMFORTLINE (AUT) ,75900.0,42696,Automático,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Ford,Ranger Cab. Dupla,Pick-up Grande,2.5,2.5 16v 2.5 XLS 4X2 CD 16V FLEX 4P MANUAL ,72900.0,135000,Manual,2013,4,Kit Gás,Aceito Troca,Preto,Não,04/05/2023
Fiat,Uno,Hatch Compacto,WAY,WAY 1.0 EVO Fire Flex 8V 5p ,29900.0,85890,Manual,2010,5,Bi-Combustível,Aceito Troca,Vermelho,Não,04/05/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,Strada,Strada Endurance 1.4 Flex 8V CS Plus ,79900.0,40664,Manual,2021,2,Bi-Combustível,Aceito Troca,Branco,Não,05/05/2023
Jeep,Renegade,Jipe,Longitude,Longitude 1.8 4x2 Flex 16V Aut. ,78900.0,87000,Automático,2016,4,Bi-Combustível,Aceito Troca,Preto,Não,05/05/2023
Chevrolet,Prisma,Sedan Compacto,1.0,1.0 8v Joy ,50900.0,99000,Manual,2018,4,Bi-Combustível,Aceito Troca,Branco,Não,05/05/2023
Hyundai,Creta,SUV,1.6,1.6 16v SMART ,89000.0,27000,Automático,2019,4,Bi-Combustível,Aceito Troca,Prata,Não,05/05/2023
Ford,KA Sedan,Sedan Compacto,1.5,1.5 16v SE 1.5 16v (Flex) ,44900.0,100140,Manual,2015,4,Bi-Combustível,Aceito Troca,Branco,Não,05/05/2023
Chevrolet,Captiva,CrossOver,2.4,2.4 Sport ,39900.0,117000,Automático,2009,4,Gasolina,Não Aceita Troca,Prata,Não,05/05/2023
Chevrolet,Cruze Sedan,Sedan Médio,1.8,1.8 LTZ ,61000.0,99400,Automático,2013,4,Bi-Combustível,Não Aceita Troca,Branco,Sim,05/05/2023
Volkswagen,Nivus,SUV,1.0,1.0 Highline ,112900.0,80500,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,05/05/2023
Hyundai,HB20 X,Hatch Médio,1.6,1.6 16v PREMIUM AUTOMÁTICO ,57900.0,85302,Automático,2014,4,Bi-Combustível,Aceito Troca,Prata,Não,05/05/2023
Volkswagen,T-Cross,SUV,1.0,1.0 200 TSI TOTAL AUTOMÁ ,105900.0,28563,Automático,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,05/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 8v ,48900.0,32000,Manual,2020,5,Bi-Combustível,Não Aceita Troca,Cinza,Não,05/05/2023
Nissan,Frontier,Pick-up Grande,2.5,2.5 8v 2.5 SV ATTACK 4X4 CD TURBO ELETRONIC DIESEL 4P AUTOMÁTICO ,149000.0,87000,Automático,2015,4,Diesel,Aceito Troca,Prata,Não,04/05/2023
Chevrolet,Montana,Pick-up Compacta,1.2,1.2 8v 1.2 TURBO FLEX PREMIER AUTOMÁTICO ,149900.0,0,Automático,2023,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Idea,Minivan Média,1.4,1.4 8v 1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL ,41900.0,144036,Manual,2015,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Tracker,CrossOver,1.0,1.0 8v LT ,115000.0,21000,Automático,2022,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,04/05/2023
Fiat,Palio,Hatch Compacto,1.0,1.0 8v 1.0 MPI FIRE 8V GASOLINA 4P MANUAL ,11900.0,270000,Manual,2002,3,Gasolina,Aceito Troca,Azul,Não,04/05/2023
Fiat,Palio,Hatch Compacto,1.0,1.0 8v Ex ,20000.0,132285,Manual,2000,4,Gasolina,Não Aceita Troca,Vermelho,Sim,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 Flex 12V 5p ,48990.0,74000,Manual,2019,5,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Fiat,Palio Weekend,Perua Compacta,1.6,1.6 16v Wk Trekk ,35900.0,79000,Manual,2014,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,04/05/2023
Honda,HR-V,SUV,1.8,1.8 16v 1.8 16V FLEX EXL 4P AUTOMÁTICO ,87900.0,67000,Automático,2016,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Punto,Hatch Compacto,1.8,1.8 16v 1.8 SPORTING 16V FLEX 4P AUTOMATIZADO ,46900.0,116000,Automático,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 Volcano AT9 ,142000.0,55800,Automático,2019,4,Diesel,Não Aceita Troca,Cinza,Não,04/05/2023
Fiat,Bravo,Hatch Médio,T-JET,T-JET 1.4 16V Turbo 5p ,72900.0,39430,Manual,2016,5,Gasolina,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Cruze Sedan,Sedan Médio,1.4,1.4 16v Cruze 1.4 LTZ II ,103000.0,37800,Automático,2018,5,Bi-Combustível,Aceito Troca,Branco,Sim,05/05/2023
Renault,Duster,SUV,Expression,Expression 1.6 Flex 16V Mec ,89990.0,32157,Manual,2021,5,Bi-Combustível,Aceito Troca,Branco,Não,05/05/2023
Honda,Civic,Sedan Médio,1.5,1.5 6v Toring ,124900.0,58000,Automatizado,2016,4,Gasolina,Não Aceita Troca,Branco,Não,04/05/2023
Nissan,March,Hatch Compacto,SL,SL 1.6 16V Flex Fuel 5p ,46900.0,82000,Manual,2014,5,Bi-Combustível,Aceito Troca,Prata,Não,05/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.8,1.8 8v CL 1.8 ,29900.0,151000,Manual,1995,2,Gasolina,Aceito Troca,Branco,Não,05/05/2023
Fiat,Toro,Pick-up Compacta,Freedom,Freedom 2.0 16V 4x4 Diesel Aut. ,134800.0,86700,Automático,2019,4,Diesel,Aceito Troca,Branco,Não,05/05/2023
